locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAAOPJAA_00376	CDS	1155				hypothetical protein
KAAOPJAA_00377	CDS	486				hypothetical protein
KAAOPJAA_00378	CDS	3582	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
KAAOPJAA_00379	CDS	996				hypothetical protein
KAAOPJAA_00380	CDS	450				hypothetical protein
KAAOPJAA_00381	CDS	2343	katE	1.11.1.6	COG0753	Catalase HPII
KAAOPJAA_00382	tRNA	75				tRNA-Val(tac)
KAAOPJAA_00383	CDS	2694	ccsA_2			Cytochrome c biogenesis protein CcsA
KAAOPJAA_00384	CDS	576	rbr_1		COG1592	Rubrerythrin
KAAOPJAA_00385	CDS	597				hypothetical protein
KAAOPJAA_00386	CDS	630				hypothetical protein
KAAOPJAA_00387	CDS	2526				hypothetical protein
KAAOPJAA_00388	CDS	915				hypothetical protein
KAAOPJAA_00389	CDS	2403				hypothetical protein
KAAOPJAA_00390	CDS	672	ywqE_1	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
KAAOPJAA_00391	CDS	849				hypothetical protein
KAAOPJAA_00392	CDS	777				hypothetical protein
KAAOPJAA_00393	CDS	1155				hypothetical protein
KAAOPJAA_00394	CDS	1179	gtfA_1	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
KAAOPJAA_00395	CDS	1173	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KAAOPJAA_00396	CDS	966				hypothetical protein
KAAOPJAA_00397	CDS	1140				hypothetical protein
KAAOPJAA_00398	CDS	831				hypothetical protein
KAAOPJAA_00399	CDS	1044				hypothetical protein
KAAOPJAA_00400	CDS	1140	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KAAOPJAA_00401	CDS	1176	gtfA_2	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
KAAOPJAA_00402	CDS	1575				hypothetical protein
KAAOPJAA_00403	CDS	540	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
KAAOPJAA_00404	CDS	849				hypothetical protein
KAAOPJAA_00405	CDS	1005				hypothetical protein
KAAOPJAA_00406	CDS	1029				hypothetical protein
KAAOPJAA_00407	CDS	1161				hypothetical protein
KAAOPJAA_00408	CDS	1533				hypothetical protein
KAAOPJAA_00409	CDS	1005				hypothetical protein
KAAOPJAA_00410	CDS	852	oatA_1	2.3.1.-		O-acetyltransferase OatA
KAAOPJAA_00411	CDS	1257				hypothetical protein
KAAOPJAA_00412	CDS	915				hypothetical protein
KAAOPJAA_00413	CDS	1149	nahK_1	2.7.1.162		N-acetylhexosamine 1-kinase
KAAOPJAA_00414	CDS	420	fucU_1	5.1.3.29	COG4154	L-fucose mutarotase
KAAOPJAA_00415	CDS	1203	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
KAAOPJAA_00416	CDS	1653	metG_1	6.1.1.10		Methionine--tRNA ligase
KAAOPJAA_00417	CDS	1602	menD_1	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
KAAOPJAA_00418	CDS	219				hypothetical protein
KAAOPJAA_00419	CDS	825				hypothetical protein
KAAOPJAA_00420	CDS	429				hypothetical protein
KAAOPJAA_00421	CDS	1365	maeB_1	1.1.1.40	COG0281	NADP-dependent malic enzyme
KAAOPJAA_00422	CDS	4377				hypothetical protein
KAAOPJAA_00423	CDS	897		3.2.1.103		Keratan-sulfate endo-1,4-beta-galactosidase
KAAOPJAA_00424	CDS	1062	nagZ_1	3.2.1.52		Beta-hexosaminidase
KAAOPJAA_00425	CDS	675	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
KAAOPJAA_00426	CDS	648				hypothetical protein
KAAOPJAA_00427	CDS	2910				hypothetical protein
KAAOPJAA_00428	CDS	1026	hemW_1		COG0635	Heme chaperone HemW
KAAOPJAA_00429	CDS	828				hypothetical protein
KAAOPJAA_00430	CDS	1587				hypothetical protein
KAAOPJAA_00431	CDS	618				hypothetical protein
KAAOPJAA_00432	CDS	675				hypothetical protein
KAAOPJAA_00433	CDS	621				hypothetical protein
KAAOPJAA_00434	CDS	780				hypothetical protein
KAAOPJAA_00435	CDS	1386	serS_1	6.1.1.11	COG0172	Serine--tRNA ligase
KAAOPJAA_00436	CDS	1107	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
KAAOPJAA_00437	CDS	510				hypothetical protein
KAAOPJAA_00438	CDS	858		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
KAAOPJAA_00439	CDS	1005				hypothetical protein
KAAOPJAA_00440	CDS	903				hypothetical protein
KAAOPJAA_00441	CDS	690	pth_1	3.1.1.29		Peptidyl-tRNA hydrolase
KAAOPJAA_00442	CDS	2490	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
KAAOPJAA_00443	CDS	1554				hypothetical protein
KAAOPJAA_00444	CDS	1389				hypothetical protein
KAAOPJAA_00445	CDS	1272	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
KAAOPJAA_00446	CDS	678				hypothetical protein
KAAOPJAA_00447	CDS	1485				hypothetical protein
KAAOPJAA_00448	CDS	1221	hoxK_1	1.12.99.6		Uptake hydrogenase small subunit
KAAOPJAA_00449	CDS	1758	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
KAAOPJAA_00450	CDS	1173				hypothetical protein
KAAOPJAA_00451	CDS	546				hypothetical protein
KAAOPJAA_00452	CDS	324	hypA			Hydrogenase maturation factor HypA
KAAOPJAA_00453	CDS	948				hypothetical protein
KAAOPJAA_00454	CDS	402				hypothetical protein
KAAOPJAA_00455	CDS	732				hypothetical protein
KAAOPJAA_00456	CDS	2271				hypothetical protein
KAAOPJAA_00457	CDS	648		1.-.-.-		Putative NAD(P)H nitroreductase
KAAOPJAA_00458	CDS	1092	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
KAAOPJAA_00459	CDS	138				hypothetical protein
KAAOPJAA_00460	CDS	213				hypothetical protein
KAAOPJAA_00461	CDS	489				hypothetical protein
KAAOPJAA_00462	CDS	1485	secD_1			Protein translocase subunit SecD
KAAOPJAA_00463	CDS	1041				hypothetical protein
KAAOPJAA_00464	CDS	1608	fumB_1	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
KAAOPJAA_00465	CDS	537				hypothetical protein
KAAOPJAA_00466	CDS	453				hypothetical protein
KAAOPJAA_00467	CDS	759				hypothetical protein
KAAOPJAA_00468	CDS	1782				hypothetical protein
KAAOPJAA_00469	CDS	1503	ffh_1		COG0541	Signal recognition particle protein
KAAOPJAA_00470	CDS	936	nadA_1	2.5.1.72	COG0379	Quinolinate synthase A
KAAOPJAA_00471	CDS	1023				hypothetical protein
KAAOPJAA_00472	CDS	5397				hypothetical protein
KAAOPJAA_00473	CDS	495				hypothetical protein
KAAOPJAA_00474	CDS	879				hypothetical protein
KAAOPJAA_00475	CDS	237				hypothetical protein
KAAOPJAA_00476	CDS	507				hypothetical protein
KAAOPJAA_00477	CDS	108				hypothetical protein
KAAOPJAA_00478	CDS	582	nqo6_1	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
KAAOPJAA_00479	CDS	585	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
KAAOPJAA_00480	CDS	801				hypothetical protein
KAAOPJAA_00481	CDS	312				hypothetical protein
KAAOPJAA_00482	CDS	1131	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
KAAOPJAA_00483	CDS	2772				hypothetical protein
KAAOPJAA_00484	CDS	3702				hypothetical protein
KAAOPJAA_00485	CDS	741				hypothetical protein
KAAOPJAA_00486	CDS	1323	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
KAAOPJAA_00487	CDS	2103	prlC_2	3.4.24.70	COG0339	Oligopeptidase A
KAAOPJAA_00488	CDS	423				hypothetical protein
KAAOPJAA_00489	CDS	1614				hypothetical protein
KAAOPJAA_00490	CDS	1758	argS_1	6.1.1.19		Arginine--tRNA ligase
KAAOPJAA_00491	CDS	969				hypothetical protein
KAAOPJAA_00492	CDS	552				hypothetical protein
KAAOPJAA_00493	CDS	1011	resA_1			Thiol-disulfide oxidoreductase ResA
KAAOPJAA_00494	CDS	375				hypothetical protein
KAAOPJAA_00495	CDS	858				hypothetical protein
KAAOPJAA_00496	tRNA	88				tRNA-Ser(tga)
KAAOPJAA_00497	CDS	5523	uvrA_1			UvrABC system protein A
KAAOPJAA_00498	CDS	3354	secA_1			Protein translocase subunit SecA
KAAOPJAA_00499	CDS	1101	argA_1	2.3.1.1		Amino-acid acetyltransferase
KAAOPJAA_00500	CDS	582				hypothetical protein
KAAOPJAA_00501	CDS	1725				hypothetical protein
KAAOPJAA_00502	CDS	279				hypothetical protein
KAAOPJAA_00503	CDS	1578				hypothetical protein
KAAOPJAA_00504	CDS	1143	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
KAAOPJAA_00505	CDS	384				hypothetical protein
KAAOPJAA_00506	CDS	1005				hypothetical protein
KAAOPJAA_00507	CDS	294				hypothetical protein
KAAOPJAA_00508	CDS	771				hypothetical protein
KAAOPJAA_00509	CDS	1332				hypothetical protein
KAAOPJAA_00510	CDS	804				hypothetical protein
KAAOPJAA_00511	CDS	459				hypothetical protein
KAAOPJAA_00512	CDS	213				hypothetical protein
KAAOPJAA_00513	CDS	753				hypothetical protein
KAAOPJAA_00514	CDS	417				hypothetical protein
KAAOPJAA_00515	CDS	450				hypothetical protein
KAAOPJAA_00516	CDS	2337				hypothetical protein
KAAOPJAA_00517	CDS	1764				hypothetical protein
KAAOPJAA_00518	CDS	399				hypothetical protein
KAAOPJAA_00519	CDS	279				hypothetical protein
KAAOPJAA_00520	CDS	279				hypothetical protein
KAAOPJAA_00521	CDS	693				hypothetical protein
KAAOPJAA_00522	CDS	420				hypothetical protein
KAAOPJAA_00523	CDS	207				hypothetical protein
KAAOPJAA_00524	CDS	912				hypothetical protein
KAAOPJAA_00525	CDS	651				hypothetical protein
KAAOPJAA_00526	CDS	909				hypothetical protein
KAAOPJAA_00527	CDS	390				hypothetical protein
KAAOPJAA_00528	CDS	276				hypothetical protein
KAAOPJAA_00529	CDS	264				hypothetical protein
KAAOPJAA_00530	CDS	273				hypothetical protein
KAAOPJAA_00531	CDS	408				hypothetical protein
KAAOPJAA_00532	CDS	792				hypothetical protein
KAAOPJAA_00533	CDS	762				hypothetical protein
KAAOPJAA_00534	CDS	198				hypothetical protein
KAAOPJAA_00535	CDS	798				hypothetical protein
KAAOPJAA_00536	CDS	1125				hypothetical protein
KAAOPJAA_00537	CDS	1602				hypothetical protein
KAAOPJAA_00538	CDS	1377	xerC_1			Tyrosine recombinase XerC
KAAOPJAA_00539	tRNA	75				tRNA-Met(cat)
KAAOPJAA_00540	CDS	123				hypothetical protein
KAAOPJAA_00541	CDS	561				hypothetical protein
KAAOPJAA_00542	CDS	1407	dnaA_1			Chromosomal replication initiator protein DnaA
KAAOPJAA_00543	CDS	936	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
KAAOPJAA_00544	CDS	735				hypothetical protein
KAAOPJAA_00545	CDS	1572				hypothetical protein
KAAOPJAA_00546	CDS	2055				hypothetical protein
KAAOPJAA_00547	CDS	780			COG0327	GTP cyclohydrolase 1 type 2 
KAAOPJAA_00548	CDS	1047	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KAAOPJAA_00549	CDS	1158	pheA_1			Bifunctional chorismate mutase/prephenate dehydratase
KAAOPJAA_00550	CDS	1617				hypothetical protein
KAAOPJAA_00551	CDS	2385	ligA_1	6.5.1.2		DNA ligase
KAAOPJAA_00552	CDS	609	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
KAAOPJAA_00553	CDS	1239				hypothetical protein
KAAOPJAA_00554	CDS	1272	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
KAAOPJAA_00555	CDS	609				hypothetical protein
KAAOPJAA_00556	CDS	1446		3.2.1.-		Glycosyl hydrolase family 109 protein 1
KAAOPJAA_00557	CDS	1143				hypothetical protein
KAAOPJAA_00558	CDS	948				hypothetical protein
KAAOPJAA_00559	CDS	1191	ycaD			putative MFS-type transporter YcaD
KAAOPJAA_00560	CDS	1398	rpoN_1		COG1508	RNA polymerase sigma-54 factor
KAAOPJAA_00561	CDS	717				hypothetical protein
KAAOPJAA_00562	CDS	777	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
KAAOPJAA_00563	CDS	639	mntP_1		COG1971	putative manganese efflux pump MntP
KAAOPJAA_00564	CDS	2322				hypothetical protein
KAAOPJAA_00565	CDS	1218				hypothetical protein
KAAOPJAA_00566	CDS	1380			COG2256	putative AAA domain-containing protein
KAAOPJAA_00567	CDS	396				hypothetical protein
KAAOPJAA_00568	CDS	927	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
KAAOPJAA_00569	CDS	1095	nahK_2	2.7.1.162		N-acetylhexosamine 1-kinase
KAAOPJAA_00570	CDS	912				hypothetical protein
KAAOPJAA_00571	CDS	720				hypothetical protein
KAAOPJAA_00572	CDS	693				hypothetical protein
KAAOPJAA_00573	CDS	1521	proS_1	6.1.1.15	COG0442	Proline--tRNA ligase
KAAOPJAA_00574	tRNA	75				tRNA-Gly(gcc)
KAAOPJAA_00575	CDS	414				hypothetical protein
KAAOPJAA_00576	CDS	396				hypothetical protein
KAAOPJAA_00577	CDS	411				hypothetical protein
KAAOPJAA_00578	CDS	5850				hypothetical protein
KAAOPJAA_00579	CDS	1569	gadC_1		COG0531	Glutamate/gamma-aminobutyrate antiporter
KAAOPJAA_00580	CDS	984	glsA1_1	3.5.1.2	COG2066	Glutaminase 1
KAAOPJAA_00581	CDS	411				hypothetical protein
KAAOPJAA_00582	CDS	375				hypothetical protein
KAAOPJAA_00583	CDS	1410	alsT_1		COG1115	Amino-acid carrier protein AlsT
KAAOPJAA_00584	tRNA	76				tRNA-Glu(ttc)
KAAOPJAA_00585	CDS	1077	prfA_2		COG0216	Peptide chain release factor 1
KAAOPJAA_00586	CDS	906	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
KAAOPJAA_00587	CDS	2217	priA_1	3.6.4.-	COG1198	Primosomal protein N'
KAAOPJAA_00588	CDS	825	dapF_1	5.1.1.7		Diaminopimelate epimerase
KAAOPJAA_00589	CDS	780				hypothetical protein
KAAOPJAA_00590	CDS	348				hypothetical protein
KAAOPJAA_00591	tRNA	75				tRNA-His(gtg)
KAAOPJAA_00592	CDS	672	menG_1	2.1.1.163		Demethylmenaquinone methyltransferase
KAAOPJAA_00593	CDS	1506	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
KAAOPJAA_00594	tRNA	76				tRNA-Met(cat)
KAAOPJAA_00595	CDS	1155	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
KAAOPJAA_00596	CDS	1740	recJ_1	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
KAAOPJAA_00597	CDS	2862				hypothetical protein
KAAOPJAA_00598	CDS	942	ssaB		COG0803	Manganese ABC transporter substrate-binding lipoprotein
KAAOPJAA_00599	CDS	435				hypothetical protein
KAAOPJAA_00600	CDS	801	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
KAAOPJAA_00601	CDS	864	mntB_2			Manganese transport system membrane protein MntB
KAAOPJAA_00602	CDS	537	mcsA_1		COG3880	Protein-arginine kinase activator protein
KAAOPJAA_00603	CDS	1056	mcsB_1	2.7.14.1		Protein-arginine kinase
KAAOPJAA_00604	CDS	2583	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
KAAOPJAA_00605	CDS	2547				hypothetical protein
KAAOPJAA_00606	CDS	342				hypothetical protein
KAAOPJAA_00607	CDS	837				hypothetical protein
KAAOPJAA_00608	CDS	1491	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
KAAOPJAA_00609	CDS	915				hypothetical protein
KAAOPJAA_00610	CDS	477	yqeY_1		COG1610	putative protein YqeY
KAAOPJAA_00611	CDS	696	ispD_1	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
KAAOPJAA_00612	CDS	855				hypothetical protein
KAAOPJAA_00613	CDS	2292	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KAAOPJAA_00614	CDS	966	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
KAAOPJAA_00615	CDS	471				hypothetical protein
KAAOPJAA_00616	CDS	804	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
KAAOPJAA_00617	CDS	795	tcdA_1	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
KAAOPJAA_00618	CDS	516				hypothetical protein
KAAOPJAA_00619	tRNA	86				tRNA-Leu(aag)
KAAOPJAA_00620	CDS	1077	scrK_1	2.7.1.4	COG0524	Fructokinase
KAAOPJAA_00621	CDS	504	mutX_1	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
KAAOPJAA_00622	CDS	1200	kbl_1	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
KAAOPJAA_00623	CDS	2640				hypothetical protein
KAAOPJAA_00624	CDS	771	parA_1			Chromosome partitioning protein ParA
KAAOPJAA_00625	CDS	2754	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
KAAOPJAA_00626	CDS	579				hypothetical protein
KAAOPJAA_00627	CDS	693				hypothetical protein
KAAOPJAA_00628	CDS	540				hypothetical protein
KAAOPJAA_00629	CDS	1644				hypothetical protein
KAAOPJAA_00630	tRNA	75				tRNA-Cys(gca)
KAAOPJAA_00631	CDS	960				hypothetical protein
KAAOPJAA_00632	CDS	306				hypothetical protein
KAAOPJAA_00633	tRNA	76				tRNA-Glu(ttc)
KAAOPJAA_00634	CDS	258				hypothetical protein
KAAOPJAA_00635	CDS	1899	mutL_1			DNA mismatch repair protein MutL
KAAOPJAA_00636	CDS	1953				hypothetical protein
KAAOPJAA_00637	CDS	726				hypothetical protein
KAAOPJAA_00638	CDS	156				hypothetical protein
KAAOPJAA_00639	CDS	978	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
KAAOPJAA_00640	CDS	1023	hemA_1	1.2.1.70	COG0373	Glutamyl-tRNA reductase
KAAOPJAA_00641	CDS	759				hypothetical protein
KAAOPJAA_00642	CDS	795	folE2_1	3.5.4.16	COG1469	GTP cyclohydrolase FolE2
KAAOPJAA_00643	CDS	291				hypothetical protein
KAAOPJAA_00644	CDS	174				hypothetical protein
KAAOPJAA_00645	CDS	825	dksA_1			RNA polymerase-binding transcription factor DksA
KAAOPJAA_00646	CDS	960	glkA_1	2.7.1.2		Glucokinase
KAAOPJAA_00647	CDS	969	rsmF_1	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
KAAOPJAA_00648	CDS	510				hypothetical protein
KAAOPJAA_00649	CDS	408	nudG_1	3.6.1.65	COG0494	CTP pyrophosphohydrolase
KAAOPJAA_00650	CDS	1398	mdtA_2			Multidrug resistance protein MdtA
KAAOPJAA_00651	CDS	705	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
KAAOPJAA_00652	CDS	1365	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
KAAOPJAA_00653	CDS	1374	ttgI			Toluene efflux pump outer membrane protein TtgI
KAAOPJAA_00654	CDS	1137				hypothetical protein
KAAOPJAA_00655	CDS	3177	bepE_2			Efflux pump membrane transporter BepE
KAAOPJAA_00656	CDS	1377	mdtA_3			Multidrug resistance protein MdtA
KAAOPJAA_00657	CDS	426				hypothetical protein
KAAOPJAA_00658	CDS	687	trmO_1	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
KAAOPJAA_00659	CDS	1275	pyrC_2	3.5.2.3	COG0044	Dihydroorotase
KAAOPJAA_00660	CDS	930	pyrB_1	2.1.3.2	COG0540	Aspartate carbamoyltransferase
KAAOPJAA_00661	CDS	534	pyrR_1			Bifunctional protein pyrR
KAAOPJAA_00662	CDS	411	purE_1	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KAAOPJAA_00663	CDS	615				hypothetical protein
KAAOPJAA_00664	CDS	1593				hypothetical protein
KAAOPJAA_00665	CDS	1056	aguA_1	3.5.3.12	COG2957	Agmatine deiminase
KAAOPJAA_00666	CDS	387				hypothetical protein
KAAOPJAA_00667	CDS	1320				hypothetical protein
KAAOPJAA_00668	CDS	1311				hypothetical protein
KAAOPJAA_00669	CDS	1581		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
KAAOPJAA_00670	CDS	489				hypothetical protein
KAAOPJAA_00671	CDS	1251	feoB_1		COG0370	Fe(2+) transporter FeoB
KAAOPJAA_00672	CDS	1296				hypothetical protein
KAAOPJAA_00673	CDS	861				hypothetical protein
KAAOPJAA_00674	CDS	2310				hypothetical protein
KAAOPJAA_00675	CDS	381				hypothetical protein
KAAOPJAA_00676	CDS	2259	parC_1	5.6.2.2		DNA topoisomerase 4 subunit A
KAAOPJAA_00677	tRNA	75				tRNA-Thr(tgt)
KAAOPJAA_00678	CDS	582				hypothetical protein
KAAOPJAA_00679	CDS	384				hypothetical protein
KAAOPJAA_00680	CDS	327				hypothetical protein
KAAOPJAA_00681	CDS	885	spo0J_1		COG1475	Stage 0 sporulation protein J
KAAOPJAA_00682	CDS	945				hypothetical protein
KAAOPJAA_00683	CDS	1983				hypothetical protein
KAAOPJAA_00684	CDS	2199				hypothetical protein
KAAOPJAA_00685	CDS	1371				hypothetical protein
KAAOPJAA_00686	CDS	357				hypothetical protein
KAAOPJAA_00687	CDS	981				hypothetical protein
KAAOPJAA_00688	CDS	1359	tyrS_1	6.1.1.1	COG0162	Tyrosine--tRNA ligase
KAAOPJAA_00689	CDS	363				hypothetical protein
KAAOPJAA_00690	CDS	933	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
KAAOPJAA_00691	CDS	924	oppB_1		COG0601	Oligopeptide transport system permease protein OppB
KAAOPJAA_00692	CDS	1860				hypothetical protein
KAAOPJAA_00693	CDS	966				hypothetical protein
KAAOPJAA_00694	CDS	1314		1.5.1.43		Carboxynorspermidine synthase
KAAOPJAA_00695	CDS	984				hypothetical protein
KAAOPJAA_00696	CDS	1056				hypothetical protein
KAAOPJAA_00697	CDS	1389				hypothetical protein
KAAOPJAA_00698	CDS	1458	ftsZ_1			Cell division protein FtsZ
KAAOPJAA_00699	CDS	1212	ftsA_1		COG0849	Cell division protein FtsA
KAAOPJAA_00700	CDS	606				hypothetical protein
KAAOPJAA_00701	CDS	1953	pgcA_1	5.4.2.2		Phosphoglucomutase
KAAOPJAA_00702	CDS	1785		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KAAOPJAA_00703	CDS	1851	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
KAAOPJAA_00704	CDS	1485				hypothetical protein
KAAOPJAA_00705	CDS	801	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
KAAOPJAA_00706	CDS	819	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
KAAOPJAA_00707	CDS	1005				hypothetical protein
KAAOPJAA_00708	CDS	327				hypothetical protein
KAAOPJAA_00709	CDS	447				hypothetical protein
KAAOPJAA_00710	CDS	345				hypothetical protein
KAAOPJAA_00711	CDS	1083	pilT_1		COG2805	Twitching mobility protein
KAAOPJAA_00712	CDS	1095	pilT_2		COG2805	Twitching mobility protein
KAAOPJAA_00713	CDS	1074	surA_1	5.2.1.8		Chaperone SurA
KAAOPJAA_00714	tRNA	76				tRNA-Ala(cgc)
KAAOPJAA_00715	CDS	1548				hypothetical protein
KAAOPJAA_00716	CDS	810	kdsB_1	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
KAAOPJAA_00717	CDS	1608	pyrG_1	6.3.4.2		CTP synthase
KAAOPJAA_00718	CDS	1563	sglT_1			Sodium/glucose cotransporter
KAAOPJAA_00719	CDS	3984				hypothetical protein
KAAOPJAA_00720	CDS	3147				hypothetical protein
KAAOPJAA_00721	CDS	813				hypothetical protein
KAAOPJAA_00722	CDS	1167				hypothetical protein
KAAOPJAA_00723	CDS	1053				hypothetical protein
KAAOPJAA_00724	CDS	2721	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
KAAOPJAA_00725	CDS	1254				hypothetical protein
KAAOPJAA_00726	CDS	702	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
KAAOPJAA_00727	CDS	780	lpxA_1	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
KAAOPJAA_00728	CDS	867				hypothetical protein
KAAOPJAA_00729	CDS	1626				hypothetical protein
KAAOPJAA_00730	CDS	1020				hypothetical protein
KAAOPJAA_00731	CDS	504				hypothetical protein
KAAOPJAA_00732	CDS	321				hypothetical protein
KAAOPJAA_00733	CDS	2367				hypothetical protein
KAAOPJAA_00734	CDS	1056				hypothetical protein
KAAOPJAA_00735	CDS	1041	axeA1_1	3.1.1.72	COG0657	Acetylxylan esterase
KAAOPJAA_00736	CDS	2730	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
KAAOPJAA_00737	CDS	774	lspA_1	3.4.23.36		Lipoprotein signal peptidase
KAAOPJAA_00738	CDS	663				hypothetical protein
KAAOPJAA_00739	CDS	483				hypothetical protein
KAAOPJAA_00740	CDS	1227	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
KAAOPJAA_00741	CDS	1734				hypothetical protein
KAAOPJAA_00742	CDS	1641				hypothetical protein
KAAOPJAA_00743	CDS	348	rplS_1		COG0335	50S ribosomal protein L19
KAAOPJAA_00744	CDS	1539				hypothetical protein
KAAOPJAA_00745	CDS	423	epi_1	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
KAAOPJAA_00746	CDS	1566		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
KAAOPJAA_00747	CDS	453				hypothetical protein
KAAOPJAA_00748	CDS	402		2.1.3.1	COG0511	Methylmalonyl-CoA carboxyltransferase 1.3S subunit
KAAOPJAA_00749	CDS	1665				hypothetical protein
KAAOPJAA_00750	CDS	780	birA_1	6.3.4.15		Bifunctional ligase/repressor BirA
KAAOPJAA_00751	CDS	1497	scpC_1	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
KAAOPJAA_00752	CDS	702				hypothetical protein
KAAOPJAA_00753	CDS	864	rffH_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
KAAOPJAA_00754	CDS	1053	rffG_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
KAAOPJAA_00755	CDS	945	pfkA_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
KAAOPJAA_00756	CDS	732				hypothetical protein
KAAOPJAA_00757	CDS	1467	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
KAAOPJAA_00758	CDS	1767	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
