locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBKIEKNK_00401	CDS	183				hypothetical protein
CBKIEKNK_00402	CDS	513	yrdA_1		COG0663	Protein YrdA
CBKIEKNK_00403	CDS	705				hypothetical protein
CBKIEKNK_00404	CDS	984				hypothetical protein
CBKIEKNK_00405	CDS	885	cysK_1	2.5.1.47		Cysteine synthase
CBKIEKNK_00406	CDS	540	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
CBKIEKNK_00407	CDS	252				hypothetical protein
CBKIEKNK_00408	CDS	339				hypothetical protein
CBKIEKNK_00409	CDS	735				hypothetical protein
CBKIEKNK_00410	CDS	711	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
CBKIEKNK_00411	CDS	1587				hypothetical protein
CBKIEKNK_00412	CDS	1266				hypothetical protein
CBKIEKNK_00413	CDS	465				hypothetical protein
CBKIEKNK_00414	CDS	2274	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CBKIEKNK_00415	CDS	1866			COG1132	putative ABC transporter ATP-binding protein
CBKIEKNK_00416	CDS	561				hypothetical protein
CBKIEKNK_00417	CDS	1647				hypothetical protein
CBKIEKNK_00418	CDS	726	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
CBKIEKNK_00419	CDS	651	sdpI_1		COG5658	Immunity protein SdpI
CBKIEKNK_00420	CDS	270	sdpR_1		COG0640	Transcriptional repressor SdpR
CBKIEKNK_00421	CDS	774	srtB_1	3.4.22.-	COG4509	Sortase B
CBKIEKNK_00422	CDS	717				hypothetical protein
CBKIEKNK_00423	CDS	1158	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
CBKIEKNK_00424	CDS	1074	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
CBKIEKNK_00425	CDS	903	murB_1	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
CBKIEKNK_00426	CDS	780	divIB_1			Cell division protein DivIB
CBKIEKNK_00427	CDS	360				putative protein
CBKIEKNK_00428	CDS	1632				putative protein
CBKIEKNK_00429	CDS	1167	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
CBKIEKNK_00430	CDS	861				hypothetical protein
CBKIEKNK_00431	CDS	900	hdfR_1			HTH-type transcriptional regulator HdfR
CBKIEKNK_00432	CDS	225				hypothetical protein
CBKIEKNK_00433	CDS	360				hypothetical protein
CBKIEKNK_00434	CDS	237				hypothetical protein
CBKIEKNK_00435	CDS	546	azoR_1	1.7.1.17		FMN-dependent NADH-azoreductase
CBKIEKNK_00436	CDS	168				hypothetical protein
CBKIEKNK_00437	CDS	444	patB_3	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
CBKIEKNK_00438	CDS	3078	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CBKIEKNK_00439	CDS	5295				hypothetical protein
CBKIEKNK_00440	CDS	819				hypothetical protein
CBKIEKNK_00441	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
CBKIEKNK_00442	CDS	180				hypothetical protein
CBKIEKNK_00443	CDS	414				hypothetical protein
CBKIEKNK_00444	CDS	342				hypothetical protein
CBKIEKNK_00445	CDS	549				hypothetical protein
CBKIEKNK_00446	CDS	420			COG0716	Flavodoxin
CBKIEKNK_00447	CDS	213				hypothetical protein
CBKIEKNK_00448	CDS	219				hypothetical protein
CBKIEKNK_00449	CDS	2148	feoB_4		COG0370	Fe(2+) transporter FeoB
CBKIEKNK_00450	CDS	171				hypothetical protein
CBKIEKNK_00451	CDS	192				hypothetical protein
CBKIEKNK_00452	CDS	1452				hypothetical protein
CBKIEKNK_00453	CDS	981	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
CBKIEKNK_00454	CDS	819	sorA_1		COG3715	PTS system sorbose-specific EIIC component
CBKIEKNK_00455	CDS	915	manZ_1		COG3716	PTS system mannose-specific EIID component
CBKIEKNK_00456	CDS	396				hypothetical protein
CBKIEKNK_00457	CDS	1617	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
CBKIEKNK_00458	CDS	855	glcT_1		COG3711	PtsGHI operon antiterminator
CBKIEKNK_00459	CDS	618				hypothetical protein
CBKIEKNK_00460	CDS	510				hypothetical protein
CBKIEKNK_00461	CDS	657	artQ_1		COG0765	Arginine transport system permease protein ArtQ
CBKIEKNK_00462	CDS	726	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
CBKIEKNK_00463	CDS	780	artP_1		COG0834	Arginine-binding extracellular protein ArtP
CBKIEKNK_00464	CDS	1452				hypothetical protein
CBKIEKNK_00465	CDS	399				hypothetical protein
CBKIEKNK_00466	CDS	741				hypothetical protein
CBKIEKNK_00467	CDS	546	csh_1	3.13.1.5		Carbon disulfide hydrolase
CBKIEKNK_00468	CDS	699	RBKS_1	2.7.1.15		Ribokinase
CBKIEKNK_00469	CDS	861	ypbG_1		COG1408	putative protein YpbG
CBKIEKNK_00470	CDS	1827	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
CBKIEKNK_00471	CDS	1464	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
CBKIEKNK_00472	CDS	831	licT_1		COG3711	Transcription antiterminator LicT
CBKIEKNK_00473	CDS	723	yurK_1		COG2188	putative HTH-type transcriptional regulator YurK
CBKIEKNK_00474	CDS	417	sorF_1		COG2893	PTS system sorbose-specific EIIA component
CBKIEKNK_00475	CDS	738				hypothetical protein
CBKIEKNK_00476	CDS	474	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
CBKIEKNK_00477	CDS	774	sorC_1		COG3715	PTS system sorbose-specific EIIC component
CBKIEKNK_00478	CDS	822	manZ_2		COG3716	PTS system mannose-specific EIID component
CBKIEKNK_00479	CDS	1233	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
CBKIEKNK_00480	CDS	963				hypothetical protein
CBKIEKNK_00481	CDS	429				hypothetical protein
CBKIEKNK_00482	CDS	384				hypothetical protein
CBKIEKNK_00483	CDS	888	pyrB_1	2.1.3.2	COG0540	Aspartate carbamoyltransferase
CBKIEKNK_00484	CDS	1293	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
CBKIEKNK_00485	CDS	1080	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
CBKIEKNK_00486	CDS	3216	carB_1	6.3.5.5		Carbamoyl-phosphate synthase large chain
CBKIEKNK_00487	CDS	747	pyrK_1		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
CBKIEKNK_00488	CDS	909	pyrD_1	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
CBKIEKNK_00489	CDS	702	pyrF_1	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
CBKIEKNK_00490	CDS	639	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
CBKIEKNK_00491	CDS	1089	carA_2	6.3.5.5		Carbamoyl-phosphate synthase small chain
CBKIEKNK_00492	CDS	3219	carB_2	6.3.5.5		Carbamoyl-phosphate synthase large chain
CBKIEKNK_00493	CDS	750	ribX_2			Riboflavin transport system permease protein RibX
CBKIEKNK_00494	CDS	1008	ribY		COG0715	Riboflavin-binding protein RibY
CBKIEKNK_00495	CDS	768	ribX_3			Riboflavin transport system permease protein RibX
CBKIEKNK_00496	CDS	753	nrtD_1	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
CBKIEKNK_00497	CDS	1191				hypothetical protein
CBKIEKNK_00498	CDS	1230	naiP_1			Putative niacin/nicotinamide transporter NaiP
CBKIEKNK_00499	CDS	762	udp_1	2.4.2.3	COG2820	Uridine phosphorylase
CBKIEKNK_00500	CDS	630		1.1.1.393	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))
CBKIEKNK_00501	CDS	186				hypothetical protein
CBKIEKNK_00502	CDS	2256	pflB_1	2.3.1.54		Formate acetyltransferase
CBKIEKNK_00503	CDS	741	pflA_1	1.97.1.4		Pyruvate formate-lyase-activating enzyme
CBKIEKNK_00504	CDS	888	fda_1	4.1.2.13		Fructose-bisphosphate aldolase class 1
CBKIEKNK_00505	CDS	675				hypothetical protein
CBKIEKNK_00506	CDS	351				hypothetical protein
CBKIEKNK_00507	CDS	972	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
CBKIEKNK_00508	CDS	873	gltR_1		COG0583	HTH-type transcriptional regulator GltR
CBKIEKNK_00509	CDS	1275				hypothetical protein
CBKIEKNK_00510	CDS	1056				hypothetical protein
CBKIEKNK_00511	CDS	951	hpr_1	1.1.1.81	COG1052	Hydroxypyruvate reductase
CBKIEKNK_00512	CDS	933	murB_2	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
CBKIEKNK_00513	CDS	795				hypothetical protein
CBKIEKNK_00514	CDS	135				hypothetical protein
CBKIEKNK_00515	CDS	681				hypothetical protein
CBKIEKNK_00516	CDS	1386				hypothetical protein
CBKIEKNK_00517	CDS	120				hypothetical protein
CBKIEKNK_00518	CDS	918				hypothetical protein
CBKIEKNK_00519	CDS	1032	epsF_1		COG1459	Type II secretion system protein F
CBKIEKNK_00520	CDS	315				hypothetical protein
CBKIEKNK_00521	CDS	462				hypothetical protein
CBKIEKNK_00522	CDS	402				hypothetical protein
CBKIEKNK_00523	CDS	423				hypothetical protein
CBKIEKNK_00524	CDS	222				hypothetical protein
CBKIEKNK_00525	CDS	681	pilT_1		COG2805	Twitching mobility protein
CBKIEKNK_00526	CDS	1710	ohyA_1	4.2.1.53		Oleate hydratase
CBKIEKNK_00527	CDS	396				hypothetical protein
CBKIEKNK_00528	tRNA	74				tRNA-Gly(tcc)
CBKIEKNK_00529	CDS	678				putative protein
CBKIEKNK_00530	CDS	951		1.1.1.384		dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase
CBKIEKNK_00531	CDS	1266		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
CBKIEKNK_00532	CDS	954	metAA_1	2.3.1.31	COG1897	Homoserine O-acetyltransferase
CBKIEKNK_00533	CDS	90				hypothetical protein
CBKIEKNK_00534	CDS	195				hypothetical protein
CBKIEKNK_00535	CDS	936				hypothetical protein
CBKIEKNK_00536	CDS	246				hypothetical protein
CBKIEKNK_00537	CDS	2115	feoB_5		COG0370	Fe(2+) transporter FeoB
CBKIEKNK_00538	CDS	1206	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
CBKIEKNK_00539	CDS	1209	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
CBKIEKNK_00540	CDS	1140	bcd_1	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
CBKIEKNK_00541	CDS	789	carD_1	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
CBKIEKNK_00542	CDS	1029	carE_1	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
CBKIEKNK_00543	CDS	840	hbd_1	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
CBKIEKNK_00544	CDS	780	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
CBKIEKNK_00545	CDS	1548	carA_3	2.8.3.23	COG4670	Caffeate CoA-transferase
CBKIEKNK_00546	CDS	1074			COG3385	IS4 family transposase IS1675
CBKIEKNK_00547	CDS	1062	ltaE_1	4.1.2.48		Low specificity L-threonine aldolase
CBKIEKNK_00548	CDS	1095	apaH_1	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
CBKIEKNK_00549	CDS	1185				hypothetical protein
CBKIEKNK_00550	CDS	1221				hypothetical protein
CBKIEKNK_00551	CDS	582				hypothetical protein
CBKIEKNK_00552	CDS	483				hypothetical protein
CBKIEKNK_00553	CDS	180				hypothetical protein
CBKIEKNK_00554	CDS	759				hypothetical protein
CBKIEKNK_00555	CDS	663				hypothetical protein
CBKIEKNK_00556	CDS	258				hypothetical protein
CBKIEKNK_00557	CDS	1179				hypothetical protein
CBKIEKNK_00558	CDS	231				hypothetical protein
CBKIEKNK_00559	CDS	1224	argG_1	6.3.4.5	COG0137	Argininosuccinate synthase
CBKIEKNK_00560	CDS	1395	argH_1	4.3.2.1	COG0165	Argininosuccinate lyase
CBKIEKNK_00561	CDS	1041	argC_1	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
CBKIEKNK_00562	CDS	1218	argJ_1		COG1364	Arginine biosynthesis bifunctional protein ArgJ
CBKIEKNK_00563	CDS	873	argB_1	2.7.2.8	COG0548	Acetylglutamate kinase
CBKIEKNK_00564	CDS	1170	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
CBKIEKNK_00565	CDS	909	argF_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase
CBKIEKNK_00566	CDS	618				hypothetical protein
CBKIEKNK_00567	CDS	522				hypothetical protein
CBKIEKNK_00568	CDS	339				hypothetical protein
CBKIEKNK_00569	CDS	591	xpt_1	2.4.2.22		Xanthine phosphoribosyltransferase
CBKIEKNK_00570	CDS	885				hypothetical protein
CBKIEKNK_00571	CDS	1449	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
CBKIEKNK_00572	CDS	336				hypothetical protein
CBKIEKNK_00573	CDS	216				hypothetical protein
CBKIEKNK_00574	CDS	702	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
CBKIEKNK_00575	tRNA	87				tRNA-Leu(caa)
CBKIEKNK_00576	CDS	1134	opuCA_1	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
CBKIEKNK_00577	CDS	1572				hypothetical protein
CBKIEKNK_00578	CDS	468				hypothetical protein
CBKIEKNK_00579	CDS	1416	mepA_2			Multidrug export protein MepA
CBKIEKNK_00580	CDS	108				hypothetical protein
CBKIEKNK_00581	CDS	147				hypothetical protein
CBKIEKNK_00582	rRNA	1537				16S ribosomal RNA
CBKIEKNK_00583	rRNA	2903				23S ribosomal RNA
CBKIEKNK_00584	rRNA	68				5S ribosomal RNA (partial)
CBKIEKNK_00585	CDS	1182	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
CBKIEKNK_00586	CDS	708				hypothetical protein
CBKIEKNK_00587	CDS	2172	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
CBKIEKNK_00588	CDS	177				hypothetical protein
CBKIEKNK_00589	CDS	1098				hypothetical protein
CBKIEKNK_00590	CDS	192				hypothetical protein
CBKIEKNK_00591	CDS	2796	alaS_1	6.1.1.7		Alanine--tRNA ligase
CBKIEKNK_00592	CDS	258				hypothetical protein
CBKIEKNK_00593	CDS	414	yrrK_1	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
CBKIEKNK_00594	CDS	261				hypothetical protein
CBKIEKNK_00595	CDS	1071	mltG_1	4.2.2.-		Endolytic murein transglycosylase
CBKIEKNK_00596	CDS	633	udk_1	2.7.1.48		Uridine kinase
CBKIEKNK_00597	CDS	480	greA_1		COG0782	Transcription elongation factor GreA
CBKIEKNK_00598	CDS	465				hypothetical protein
CBKIEKNK_00599	CDS	1968				hypothetical protein
CBKIEKNK_00600	CDS	1170			COG2826	IS30 family transposase ISSmi1
CBKIEKNK_00601	CDS	960	yqeN_1		COG1466	putative protein YqeN
CBKIEKNK_00602	CDS	1203	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
CBKIEKNK_00603	CDS	501				hypothetical protein
CBKIEKNK_00604	CDS	300				hypothetical protein
CBKIEKNK_00605	CDS	654				hypothetical protein
CBKIEKNK_00606	CDS	2931	smc_1		COG1196	Chromosome partition protein Smc
CBKIEKNK_00607	CDS	972	ftsY_1		COG0552	Signal recognition particle receptor FtsY
CBKIEKNK_00608	CDS	315				hypothetical protein
CBKIEKNK_00609	CDS	1194	ackA_1	2.7.2.1	COG0282	Acetate kinase
CBKIEKNK_00610	CDS	951	nrnA_1	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
CBKIEKNK_00611	CDS	2502				hypothetical protein
CBKIEKNK_00612	CDS	1695	hscC		COG0443	Chaperone protein HscC
CBKIEKNK_00613	CDS	1401				hypothetical protein
CBKIEKNK_00614	CDS	3081	dnaE1_1	2.7.7.7		DNA polymerase III subunit alpha
CBKIEKNK_00615	CDS	489				hypothetical protein
CBKIEKNK_00616	CDS	312	rplU_1		COG0261	50S ribosomal protein L21
CBKIEKNK_00617	CDS	315				hypothetical protein
CBKIEKNK_00618	CDS	285	rpmA_1		COG0211	50S ribosomal protein L27
CBKIEKNK_00619	CDS	1290	obg_1	3.6.5.-	COG0536	GTPase Obg
CBKIEKNK_00620	CDS	429				hypothetical protein
CBKIEKNK_00621	CDS	1074	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
CBKIEKNK_00622	CDS	753	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
CBKIEKNK_00623	CDS	570				hypothetical protein
CBKIEKNK_00624	CDS	765	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
CBKIEKNK_00625	CDS	504				hypothetical protein
CBKIEKNK_00626	CDS	1779				IS1634 family transposase ISSeq4
CBKIEKNK_00627	CDS	582	ruvA_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvA
CBKIEKNK_00628	CDS	1014	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
CBKIEKNK_00629	CDS	354				hypothetical protein
CBKIEKNK_00630	CDS	663				hypothetical protein
CBKIEKNK_00631	CDS	1296	spoVB_1		COG2244	Stage V sporulation protein B
CBKIEKNK_00632	CDS	291				hypothetical protein
CBKIEKNK_00633	CDS	2292	secDF_1		COG0341	Protein translocase subunit SecDF
CBKIEKNK_00634	CDS	1608	recJ_1	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
CBKIEKNK_00635	CDS	516	apt_1	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
CBKIEKNK_00636	CDS	2220	relA_1	2.7.6.5	COG0317	GTP pyrophosphokinase
CBKIEKNK_00637	CDS	501				hypothetical protein
CBKIEKNK_00638	CDS	369				hypothetical protein
CBKIEKNK_00639	CDS	429				hypothetical protein
CBKIEKNK_00640	CDS	474				hypothetical protein
CBKIEKNK_00641	CDS	579				hypothetical protein
CBKIEKNK_00642	CDS	1107	tmcAL_1	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
CBKIEKNK_00643	CDS	939		3.1.1.23	COG2267	Monoacylglycerol lipase
CBKIEKNK_00644	CDS	495				hypothetical protein
CBKIEKNK_00645	CDS	171	rpmF_1			50S ribosomal protein L32
CBKIEKNK_00646	CDS	597	rimP_1			Ribosome maturation factor RimP
CBKIEKNK_00647	CDS	1701	nusA_1			Transcription termination/antitermination protein NusA
CBKIEKNK_00648	CDS	258				hypothetical protein
CBKIEKNK_00649	CDS	294	rplGA_1		COG1358	putative ribosomal protein YlxQ
CBKIEKNK_00650	CDS	1866	infB_1			Translation initiation factor IF-2
CBKIEKNK_00651	CDS	339	rbfA_1			Ribosome-binding factor A
CBKIEKNK_00652	CDS	633	lnrK_1		COG2197	Transcriptional regulatory protein LnrK
CBKIEKNK_00653	CDS	1077				hypothetical protein
CBKIEKNK_00654	CDS	933	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
CBKIEKNK_00655	CDS	1128				hypothetical protein
CBKIEKNK_00656	CDS	1203				hypothetical protein
CBKIEKNK_00657	CDS	2364	ctpE_1	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
CBKIEKNK_00658	CDS	1554	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
CBKIEKNK_00659	CDS	414				hypothetical protein
CBKIEKNK_00660	CDS	537				hypothetical protein
CBKIEKNK_00661	CDS	153				hypothetical protein
CBKIEKNK_00662	CDS	276				hypothetical protein
CBKIEKNK_00663	CDS	453				hypothetical protein
CBKIEKNK_00664	CDS	420				hypothetical protein
CBKIEKNK_00665	CDS	672	yeiL_1		COG0664	Regulatory protein YeiL
CBKIEKNK_00666	CDS	861				hypothetical protein
CBKIEKNK_00667	CDS	612	plsY_1	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
CBKIEKNK_00668	CDS	1932	parE_1	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
CBKIEKNK_00669	CDS	2496	parC_1	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
CBKIEKNK_00670	CDS	1260	rpoN_1		COG1508	RNA polymerase sigma-54 factor
CBKIEKNK_00671	CDS	1791	mutS_1			DNA mismatch repair protein MutS
CBKIEKNK_00672	CDS	2181	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
CBKIEKNK_00673	CDS	165				hypothetical protein
CBKIEKNK_00674	CDS	285				hypothetical protein
CBKIEKNK_00675	CDS	120				hypothetical protein
CBKIEKNK_00676	CDS	306				hypothetical protein
CBKIEKNK_00677	CDS	525	nudF_1	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
CBKIEKNK_00678	CDS	231				hypothetical protein
CBKIEKNK_00679	CDS	507				hypothetical protein
CBKIEKNK_00680	CDS	444				hypothetical protein
CBKIEKNK_00681	CDS	1059	spoVAD_1			Stage V sporulation protein AD
CBKIEKNK_00682	CDS	354				hypothetical protein
CBKIEKNK_00683	CDS	1377	gerAA_1			Spore germination protein A1
CBKIEKNK_00684	CDS	486				hypothetical protein
CBKIEKNK_00685	CDS	738	scpA_1		COG1354	Segregation and condensation protein A
CBKIEKNK_00686	CDS	591	scpB_1		COG1386	Segregation and condensation protein B
CBKIEKNK_00687	CDS	984				hypothetical protein
CBKIEKNK_00688	CDS	573	spmA_1		COG2715	Spore maturation protein A
CBKIEKNK_00689	CDS	513	spmB_1			Spore maturation protein B
CBKIEKNK_00690	CDS	330	sepF_1			Cell division protein SepF
CBKIEKNK_00691	CDS	738	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
CBKIEKNK_00692	CDS	759	rsmE_1	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
CBKIEKNK_00693	CDS	786				hypothetical protein
CBKIEKNK_00694	CDS	1326	mtaB_1	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
CBKIEKNK_00695	CDS	1461	murE_2	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
CBKIEKNK_00696	CDS	180	rpsU_1		COG0828	30S ribosomal protein S21
CBKIEKNK_00697	CDS	897		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
CBKIEKNK_00698	CDS	798				hypothetical protein
CBKIEKNK_00699	CDS	1227				hypothetical protein
CBKIEKNK_00700	CDS	843	lexA_1	3.4.21.88		LexA repressor
CBKIEKNK_00701	CDS	213				hypothetical protein
CBKIEKNK_00702	CDS	774				hypothetical protein
CBKIEKNK_00703	CDS	222				hypothetical protein
CBKIEKNK_00704	CDS	306				hypothetical protein
CBKIEKNK_00705	CDS	225				hypothetical protein
CBKIEKNK_00706	CDS	567				hypothetical protein
CBKIEKNK_00707	CDS	207				hypothetical protein
CBKIEKNK_00708	CDS	198				hypothetical protein
CBKIEKNK_00709	CDS	273				hypothetical protein
CBKIEKNK_00710	CDS	528				hypothetical protein
CBKIEKNK_00711	CDS	129				hypothetical protein
CBKIEKNK_00712	CDS	2058				hypothetical protein
CBKIEKNK_00713	CDS	1029				hypothetical protein
CBKIEKNK_00714	CDS	759				hypothetical protein
CBKIEKNK_00715	CDS	99				hypothetical protein
CBKIEKNK_00716	CDS	432				hypothetical protein
CBKIEKNK_00717	CDS	732				hypothetical protein
CBKIEKNK_00718	CDS	423				hypothetical protein
CBKIEKNK_00719	CDS	135				hypothetical protein
CBKIEKNK_00720	CDS	255				hypothetical protein
CBKIEKNK_00721	CDS	525				hypothetical protein
CBKIEKNK_00722	CDS	837				hypothetical protein
CBKIEKNK_00723	CDS	1212	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
CBKIEKNK_00724	CDS	120				hypothetical protein
CBKIEKNK_00725	CDS	420				hypothetical protein
CBKIEKNK_00726	CDS	564				hypothetical protein
CBKIEKNK_00727	CDS	561				hypothetical protein
CBKIEKNK_00728	CDS	453	ssbA_1		COG0629	Single-stranded DNA-binding protein A
CBKIEKNK_00729	CDS	312				hypothetical protein
CBKIEKNK_00730	CDS	399				hypothetical protein
CBKIEKNK_00731	CDS	399				hypothetical protein
CBKIEKNK_00732	CDS	327				hypothetical protein
CBKIEKNK_00733	CDS	960				hypothetical protein
CBKIEKNK_00734	CDS	4806				hypothetical protein
CBKIEKNK_00735	CDS	372				hypothetical protein
CBKIEKNK_00736	CDS	267				hypothetical protein
CBKIEKNK_00737	CDS	393				hypothetical protein
CBKIEKNK_00738	CDS	4176				hypothetical protein
CBKIEKNK_00739	CDS	411				hypothetical protein
CBKIEKNK_00740	CDS	228				hypothetical protein
CBKIEKNK_00741	CDS	828				hypothetical protein
CBKIEKNK_00742	CDS	264				hypothetical protein
CBKIEKNK_00743	CDS	567				hypothetical protein
CBKIEKNK_00744	CDS	1452				hypothetical protein
CBKIEKNK_00745	CDS	264				hypothetical protein
CBKIEKNK_00746	CDS	249				hypothetical protein
CBKIEKNK_00747	CDS	165				hypothetical protein
CBKIEKNK_00748	CDS	180				hypothetical protein
CBKIEKNK_00749	CDS	201				hypothetical protein
CBKIEKNK_00750	CDS	927				hypothetical protein
CBKIEKNK_00751	CDS	987	ybeZ_1		COG1702	PhoH-like protein
CBKIEKNK_00752	CDS	681	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
CBKIEKNK_00753	CDS	1221	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
CBKIEKNK_00754	CDS	1281			COG2826	IS30 family transposase ISSpn9
CBKIEKNK_00755	tRNA	75				tRNA-Glu(ctc)
CBKIEKNK_00756	CDS	246				hypothetical protein
CBKIEKNK_00757	CDS	846				hypothetical protein
